web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732651447-452","https://www.expat-dakar.com/ordinateurs?page=192","Venant","HP","400 000 F Cfa","ORDINATEUR ZBOOK GAMER","Derkle,
                                                                                Dakar",""
"1732651447-453","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","Lenovo","500 000 F Cfa","Lenovo Thinkpad T14s","Médina,
                                                                                Dakar",""
"1732651447-454","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","HP","349 999 F Cfa","HP ORDINATEUR ALL IN ONE AIO 200 G4 22 CORE I3 4GB/1TB 22","Médina,
                                                                                Dakar",""
"1732651447-455","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","HP","139 998 F Cfa","Ecran HP 24f – 23.8 pouces","Médina,
                                                                                Dakar",""
"1732651447-456","https://www.expat-dakar.com/ordinateurs?page=192","Neuf","Dell","400 000 F Cfa","Dell Latitude 5440 I5-13gen /16Go/512ssd","Médina,
                                                                                Dakar",""
"1732651447-457","https://www.expat-dakar.com/ordinateurs?page=192","Venant","HP","130 000 F Cfa","HP ALL IN ONE ELITE 800 / 8300 / 600","VDN,
                                                                                Dakar",""
"1732651456-458","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","Lenovo","549 000 F Cfa","Lenovo T14 Gen 4 i5 16GB SSD 512","Fenêtre mermoz,
                                                                                Dakar",""
"1732651456-459","https://www.expat-dakar.com/ordinateurs?page=191","Venant","ASUS","450 000 F Cfa","Asus TUF Gaming FS505DD AMD Ryzen 7","Médina,
                                                                                Dakar",""
"1732651456-460","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Dell","325 000 F Cfa","DELL Précision 5520 Cor i7 ""GAMER""","Médina,
                                                                                Dakar",""
"1732651456-461","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","Dell","250 000 F Cfa","DELL Latitude 5420 Cor i5 Neuf","Médina,
                                                                                Dakar",""
"1732651456-462","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","550 000 F Cfa","HP ProBook 455 G8","Point-e,
                                                                                Dakar",""
"1732651456-463","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","750 000 F Cfa","Hp EliteBook 840 G10 Corei7 1Tera ssd Ram32 13Th Gen","Médina,
                                                                                Dakar",""
"1732651456-464","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","245 000 F Cfa","HP EliteBook 845 G7","Plateau,
                                                                                Dakar",""
"1732651456-465","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Samsung","650 000 F Cfa","SAMSUNG GALAXY TAB S9 ULTRA 256GO","Plateau,
                                                                                Dakar",""
"1732651456-466","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","798 000 F Cfa","SERVEUR ML 30","Médina,
                                                                                Dakar",""
"1732651456-467","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","Lenovo","580 000 F Cfa","Lenovo ThinkPad T14s cor i7 de 12th génération","Médina,
                                                                                Dakar",""
"1732651464-468","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Apple","240 000 F Cfa","Macbook pro 2015 15 pouce core i7","Yoff,
                                                                                Dakar",""
"1732651464-469","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Dell","185 000 F Cfa","Dell 5410 i5 10th","Grand-Dakar,
                                                                                Dakar",""
"1732651464-470","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Dell","60 000 F Cfa","Dell chromebook 3189","Golf,
                                                                                Dakar",""
"1732651464-471","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Dell","90 000 F Cfa","dell latitude 3189 tactile Ram 8go","Médina,
                                                                                Dakar",""
"1732651464-472","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","10 000 F Cfa","Microsoft Office 2016 Pro Plus Clé Licence","Plateau,
                                                                                Dakar",""
"1732651464-473","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Apple","825 000 F Cfa","MacBook Air M3 13 pouces 8GB SSD 256","Fenêtre mermoz,
                                                                                Dakar",""
"1732651464-474","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Apple","900 000 F Cfa","Macbook Air 15 pouces M2","Fenêtre mermoz,
                                                                                Dakar",""
"1732651464-475","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Dell","245 000 F Cfa","DELL Core i7 x360","Liberte 6 extension,
                                                                                Dakar",""
"1732651464-476","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Lenovo","749 000 F Cfa","Lenovo ThinkPad P14s Gen 4","Fenêtre mermoz,
                                                                                Dakar",""
"1732651464-477","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","320 000 F Cfa","Hp EliteBook 840 G8 Corei5 Ram16 11ém generation","Médina,
                                                                                Dakar",""
"1732651473-478","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Apple","550 000 F Cfa","MacBook m2 13 pouce ram 8 disk 256 2022","Hann maristes,
                                                                                Dakar",""
"1732651473-479","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Apple","500 000 F Cfa","MacBook Pro M1 ram8 disk 512","Hann maristes,
                                                                                Dakar",""
"1732651473-480","https://www.expat-dakar.com/ordinateurs?page=189","Venant","HP","110 000 F Cfa","Hp 820 disk 1000go ram 8gb core i5","Keur Massar,
                                                                                Dakar",""
"1732651473-481","https://www.expat-dakar.com/ordinateurs?page=189","Venant","","225 000 F Cfa","HUAWEI MATEBOOK 14 Nvidia","Plateau,
                                                                                Dakar",""
"1732651473-482","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","249 000 F Cfa","PROMO ORDINATEUR HP PRO X2 G2 2-IN-1 12.3 INTEL","Plateau,
                                                                                Dakar",""
"1732651473-483","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Lenovo","115 000 F Cfa","Lenovo V145 AMD A4","Médina,
                                                                                Dakar",""
"1732651473-484","https://www.expat-dakar.com/ordinateurs?page=189","Venant","HP","350 000 F Cfa","💼 HP Elite DragonFly Convertible 💼","Plateau,
                                                                                Dakar",""
"1732651473-485","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","Apple","630 000 F Cfa","MacBook Air m2 2023","Sicap Liberté,
                                                                                Dakar",""
"1732651473-486","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Apple","310 000 F Cfa","MacBook Air 2020","Sicap Liberté,
                                                                                Dakar",""
"1732651473-487","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","Apple","980 000 F Cfa","Mac book Air M3 256SSD Ram8 scellé","Médina,
                                                                                Dakar",""
"1732651481-488","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Apple","550 000 F Cfa","Mac Book Pro Puce M2","Cambérène,
                                                                                Dakar",""
"1732651481-489","https://www.expat-dakar.com/ordinateurs?page=188","Venant","HP","475 000 F Cfa","Hp Omen by laptop 15-cd1xxx core i5 de 8th processeur","Hlm,
                                                                                Dakar",""
"1732651481-490","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Acer","485 000 F Cfa","Acer Nitro5 AN515-55 core i5 de","Hlm,
                                                                                Dakar",""
"1732651481-491","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Lenovo","450 000 F Cfa","Lenevo thinkpad t14s i7 12th Gen 3","Médina,
                                                                                Dakar",""
"1732651481-492","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","HP","290 000 F Cfa","Hp probook 440 g8 11th 16go/512go","Derkle,
                                                                                Dakar",""
"1732651481-493","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Dell","650 000 F Cfa","Dell xps 15 i7 12th rtx 4go","Derkle,
                                                                                Dakar",""
"1732651481-494","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Dell","1 150 000 F Cfa","Dell Précision 5690 de 14 eme Génération Core Ultra 9","Cambérène,
                                                                                Dakar",""
"1732651481-495","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Lenovo","450 000 F Cfa","Lenovo Thinkpad X1 Carbone Gen 9 Core i7","Cambérène,
                                                                                Dakar",""
"1732651481-496","https://www.expat-dakar.com/ordinateurs?page=188","Venant","Dell","160 000 F Cfa","Dell Latitude 5410","Plateau,
                                                                                Dakar",""
"1732651481-497","https://www.expat-dakar.com/ordinateurs?page=188","Venant","Apple","310 000 F Cfa","MacBook Pro 2016 ram 16 disk 512 ssd","Hann maristes,
                                                                                Dakar",""
"1732651490-498","https://www.expat-dakar.com/ordinateurs?page=187","Venant","HP","520 000 F Cfa","Workstation hp Z mini g9 gamer","Plateau,
                                                                                Dakar",""
"1732651490-499","https://www.expat-dakar.com/ordinateurs?page=187","Venant","Dell","350 000 F Cfa","Dell latitude 9420 core i7 de","Hlm,
                                                                                Dakar",""
"1732651490-500","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","600 000 F Cfa","HP ELITEBOOK 840 G9 I7","Médina,
                                                                                Dakar",""
"1732651490-501","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","350 000 F Cfa","HP ELITE DRAGONFLY G1 8Th GEN X360 512GO RAM 16GO","Plateau,
                                                                                Dakar",""
"1732651490-502","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","400 000 F Cfa","HP ELITE DRAGONFLY G2 11Th GEN X360 512GO RAM 16GO","Plateau,
                                                                                Dakar",""
"1732651490-503","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","520 000 F Cfa","HP ELITEBOOK 630 G10 13Th GEN CORE i7 512GO RAM 32GO","Plateau,
                                                                                Dakar",""
"1732651490-504","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","250 000 F Cfa","Hp EliteBook 840 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732651490-505","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","MSI","450 000 F Cfa","Msi Gamer Corei7 Ram32 Gtx 8giga dédié","Médina,
                                                                                Dakar",""
"1732651490-506","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd ram8","Médina,
                                                                                Dakar",""
"1732651490-507","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","Apple","650 000 F Cfa","MacBook Air M3 2024","Hlm,
                                                                                Dakar",""
"1732651499-508","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","600 000 F Cfa","Hp ZBook Fury 15 G8 Tactile 11th Gen","Médina,
                                                                                Dakar",""
"1732651499-509","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","130 000 F Cfa","Ordinateur core i5 Hp Neuf promo","Médina,
                                                                                Dakar",""
"1732651499-510","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Apple","550 000 F Cfa","MacBook Pro TouchBar 💻 2019 Intel core i9 2.4Ghz","Parcelles Assainies,
                                                                                Dakar",""
"1732651499-511","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Dell","900 000 F Cfa","Dell G16 7630 core i7-13650HX 13th Gen 2.60Ghz (20Coeurs)","Parcelles Assainies,
                                                                                Dakar",""
"1732651499-512","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Autre","570 000 F Cfa","Razer Blade 15 Intel core i7-9750H 2.60Ghz (12 Cœurs)","Parcelles Assainies,
                                                                                Dakar",""
"1732651499-513","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Dell","1 350 000 F Cfa","Dell ALIENWARE 👽 13th Gen M18 R1 core i9-13900HX (32Coeurs)","Parcelles Assainies,
                                                                                Dakar",""
"1732651499-514","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Apple","1 949 000 F Cfa","iMac 24 Pouces M3 24GB SSD 1TB","Fenêtre mermoz,
                                                                                Dakar",""
"1732651499-515","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Dell","500 000 F Cfa","Dell Latitude 7340 i5 13th Gen 2024 Écran tactile","Médina,
                                                                                Dakar",""
"1732651499-516","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Apple","450 000 F Cfa","MacBook Air M1 GOLD 2020 13.3 Pouces","Médina,
                                                                                Dakar",""
"1732651499-517","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Apple","1 150 000 F Cfa","Mac boo pro M1 max","Hlm,
                                                                                Dakar",""
"1732651507-518","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Lenovo","380 000 F Cfa","LONOVO L15","Médina,
                                                                                Dakar",""
"1732651507-519","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","450 000 F Cfa","HP ELITEBOOK SILVER","Médina,
                                                                                Dakar",""
"1732651507-520","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Lenovo","700 000 F Cfa","LENOVO LEGION 5/16GO/512SSD/RTX3070","Médina,
                                                                                Dakar",""
"1732651507-521","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","425 000 F Cfa","Hp probook 450 G10 I5-13/16Go/512Ssd","Médina,
                                                                                Dakar",""
"1732651507-522","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","240 000 F Cfa","HP Laptop 15s-q2xxx AMD Ryzen 5 Pro","Médina,
                                                                                Dakar",""
"1732651507-523","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Lenovo","490 000 F Cfa","Lenovo Thinkpad P14s Tactile Gamer/WorkStation 11th Gen","Médina,
                                                                                Dakar",""
"1732651507-524","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","600 000 F Cfa","Hp ZBook Fury 17 G8 Tactile Gamer/Workstation 11th Gen","Médina,
                                                                                Dakar",""
"1732651507-525","https://www.expat-dakar.com/ordinateurs?page=185","Venant","Apple","1 300 000 F Cfa","MacBook Pro M1 MAX ,16 Pouce","Médina,
                                                                                Dakar",""
"1732651507-526","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","350 000 F Cfa","All in One hp Core i5 ( 12th Generation )","Médina,
                                                                                Dakar",""
"1732651507-527","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","350 000 F Cfa","All in One hp Core i5 ( 12th Generation )","Médina,
                                                                                Dakar",""
"1732651515-528","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","HP","800 000 F Cfa","Hp EliteBook 840 G11 Ultra 7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732651515-529","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Dell","500 000 F Cfa","DELL Latitude 7340 i5 13th Gen Fin 2023 13.3","Médina,
                                                                                Dakar",""
"1732651515-530","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Apple","1 500 000 F Cfa","MacBook Pro de MACBOOK Puce Apple M2 Max 16 Pouces","Médina,
                                                                                Dakar",""
"1732651515-531","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Apple","650 000 F Cfa","MacBook Air M2 2022 13.3 Pouce","Médina,
                                                                                Dakar",""
"1732651515-532","https://www.expat-dakar.com/ordinateurs?page=184","Venant","ASUS","220 000 F Cfa","ASUS LAPTOP GAMER","Plateau,
                                                                                Dakar",""
"1732651515-533","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Lenovo","450 000 F Cfa","Lonovo t14 i7 512Go","Plateau,
                                                                                Dakar",""
"1732651515-534","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd Ram8","Médina,
                                                                                Dakar",""
"1732651515-535","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","MSI","450 000 F Cfa","Msi Gamer Corei7 Ram32 Giga Gtx 8Giga dédié","Médina,
                                                                                Dakar",""
"1732651515-536","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","HP","250 000 F Cfa","Hp EliteBook 840 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732651515-537","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Autre","250 000 F Cfa","Double Ecran Résolution Full Hd","Hlm,
                                                                                Dakar",""
"1732651523-538","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Acer","350 000 F Cfa","Acer Aspire 3 I5-11Th/12go/512ssd","Médina,
                                                                                Dakar",""
"1732651523-539","https://www.expat-dakar.com/ordinateurs?page=183","Venant","HP","100 000 F Cfa","𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 𝗗𝗘 𝗕𝗨𝗥𝗘𝗔𝗨 𝗛𝗣 𝗘𝗟𝗜𝗧𝗘𝗗𝗘𝗦𝗞 𝟴𝟬𝟬 𝗚𝟭 | 𝗖𝗢𝗥𝗘 𝗜𝟳","Médina,
                                                                                Dakar",""
"1732651523-540","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Apple","280 000 F Cfa","MacBook Pro 2017","Parcelles Assainies,
                                                                                Dakar",""
"1732651523-541","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Apple","360 000 F Cfa","MacBook Air M1","Parcelles Assainies,
                                                                                Dakar",""
"1732651523-542","https://www.expat-dakar.com/ordinateurs?page=183","Venant","HP","90 000 F Cfa","hp core i5 6th disk 500go ram 8gb ecran 22p","Keur Massar,
                                                                                Dakar",""
"1732651523-543","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Apple","600 000 F Cfa","Mac book pro MIl 2022","Hlm,
                                                                                Dakar",""
"1732651523-544","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Apple","985 000 F Cfa","MacBook Air m3 2024","Médina,
                                                                                Dakar",""
"1732651523-545","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Microsoft Surface","","Surface Pro X - SQ1 | 16GB RAM | 512 - Noir","Point-e,
                                                                                Dakar",""
"1732651523-546","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Dell","","Dell XPS 15 9530 - I7 13th|32GB RAM|1TB | RTX 4050","Point-e,
                                                                                Dakar",""
"1732651523-547","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Dell","","Dell Latitude 5430 - I7 12th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651532-548","https://www.expat-dakar.com/ordinateurs?page=182","Venant","Apple","699 000 F Cfa","MacBook m3 2024","Point-e,
                                                                                Dakar",""
"1732651532-549","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","Apple","400 000 F Cfa","MacBook pro 👌","Plateau,
                                                                                Dakar",""
"1732651532-550","https://www.expat-dakar.com/ordinateurs?page=182","Venant","Lenovo","179 900 F Cfa","Lenovo yoga i5 10th gen Ssd 512","Point-e,
                                                                                Dakar",""
"1732651532-551","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","Dell","","Dell Latitude 9330 - I7 13th | 16GB RAM | 256 - Scellé","Point-e,
                                                                                Dakar",""
"1732651532-552","https://www.expat-dakar.com/ordinateurs?page=182","Venant","Microsoft Surface","550 000 F Cfa","Surface Pro 9 - I5 | 16GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732651532-553","https://www.expat-dakar.com/ordinateurs?page=182","Réconditionné","HP","300 000 F Cfa","ALL IN ONE I5 24 POUCES TACTILE","Colobane,
                                                                                Dakar",""
"1732651532-554","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","Lenovo","370 000 F Cfa","Lenovo Thinkpad L13 GEN3 RYZEN 5/16GO/512SSD","Médina,
                                                                                Dakar",""
"1732651532-555","https://www.expat-dakar.com/ordinateurs?page=182","D'occasion","Dell","150 000 F Cfa","DELL  E5530 CORE I7 15'' PAVE","Colobane,
                                                                                Dakar",""
"1732651532-556","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","155 000 F Cfa","ECRAN  ORDINATEUR HP 27 FW 27 avec FULL  HDMI VGA","Médina,
                                                                                Dakar",""
"1732651532-557","https://www.expat-dakar.com/ordinateurs?page=182","Venant","HP","85 000 F Cfa","Écran pc dell 24"" hdmi type-c","Yoff,
                                                                                Dakar",""
"1732651540-558","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","HP","290 000 F Cfa","🔄 HP Pavilion x360 2-en-1 - 14-ek0073dx 🔄","Plateau,
                                                                                Dakar",""
"1732651540-559","https://www.expat-dakar.com/ordinateurs?page=181","Venant","HP","350 000 F Cfa","💼 HP Elite DragonFly Convertible 💼","Plateau,
                                                                                Dakar",""
"1732651540-560","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Microsoft Surface","290 000 F Cfa","Surface Laptop 3 cor i7","Médina,
                                                                                Dakar",""
"1732651540-561","https://www.expat-dakar.com/ordinateurs?page=181","Venant","HP","360 000 F Cfa","HP elitebook 850 G7 cor i7 de10th gen","Médina,
                                                                                Dakar",""
"1732651540-562","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Dell","350 000 F Cfa","Dell Latitude 5420 14'' / i7-1185G7U / 16GB RAM / 512GB","Point-e,
                                                                                Dakar",""
"1732651540-563","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Lenovo","150 000 F Cfa","Lenovo V15-IGL Dual Core","Colobane,
                                                                                Dakar",""
"1732651540-564","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Microsoft Surface","950 000 F Cfa","SURFACE LAPTOP 4","Cité keur gorgui,
                                                                                Dakar",""
"1732651540-565","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Apple","1 700 000 F Cfa","MACBOOK PRO M3 16 POUCES","Cité keur gorgui,
                                                                                Dakar",""
"1732651540-566","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Apple","1 200 000 F Cfa","MACBOOK AIR M3 15 POUCES","Cité keur gorgui,
                                                                                Dakar",""
"1732651540-567","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Lenovo","159 900 F Cfa","Lenovo X1 carbon core i7 ram 16","Point-e,
                                                                                Dakar",""
"1732651549-568","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","Lenovo","485 000 F Cfa","Lenovo ThinkPad T14 Gen 4 de 13 eme Génération(2024)","Cambérène,
                                                                                Dakar",""
"1732651549-569","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","280 000 F Cfa","✨ HP Pavilion 14” -Graphique NVIDIA 2Go","Plateau,
                                                                                Dakar",""
"1732651549-570","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","290 000 F Cfa","🎉a HP Pavilion x360 2-en-1 14” 🌟","Plateau,
                                                                                Dakar",""
"1732651549-571","https://www.expat-dakar.com/ordinateurs?page=180","Venant","Apple","450 000 F Cfa","Macbook Pro 2020 i5-256gb-8ram","Plateau,
                                                                                Dakar",""
"1732651549-572","https://www.expat-dakar.com/ordinateurs?page=180","Venant","Dell","500 000 F Cfa","Dell XPS 9320 2023","Plateau,
                                                                                Dakar",""
"1732651549-573","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","Dell","675 000 F Cfa","Vente Dell XPS 9315","Plateau,
                                                                                Dakar",""
"1732651549-574","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","Dell","105 000 F Cfa","Dell latitude 3189 2in1 yoga","Médina,
                                                                                Dakar",""
"1732651549-575","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","240 000 F Cfa","Hp EliteBook MT 46 2023 512/16","Plateau,
                                                                                Dakar",""
"1732651549-576","https://www.expat-dakar.com/ordinateurs?page=180","Venant","HP","340 000 F Cfa","Hp Elite DragonFly x360 i7","Plateau,
                                                                                Dakar",""
"1732651549-577","https://www.expat-dakar.com/ordinateurs?page=180","Venant","MSI","1 250 000 F Cfa","Msi Gs66 Rtx 3080 16Go dédiée","Yoff,
                                                                                Dakar",""
"1732651558-578","https://www.expat-dakar.com/ordinateurs?page=179","Venant","Dell","450 000 F Cfa","Gamer Dell Inspiron 7506 2N1 core i7 de 11th","Hlm,
                                                                                Dakar",""
"1732651558-579","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","360 000 F Cfa","Hp envy x360 annè 2023","Sicap Liberté,
                                                                                Dakar",""
"1732651558-580","https://www.expat-dakar.com/ordinateurs?page=179","Venant","HP","400 000 F Cfa","HP ZBook Firefly 14 G8 - I7 11th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651558-581","https://www.expat-dakar.com/ordinateurs?page=179","Venant","Dell","220 000 F Cfa","dell 7390 i5","Médina,
                                                                                Dakar",""
"1732651558-582","https://www.expat-dakar.com/ordinateurs?page=179","Venant","Microsoft Surface","850 000 F Cfa","Surface Pro 9 - I7 12th | 32GB RAM | 1 Téra","Point-e,
                                                                                Dakar",""
"1732651558-583","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","430 000 F Cfa","PC FIXE HP 3500 CORE i5 + Ecran","Médina,
                                                                                Dakar",""
"1732651558-584","https://www.expat-dakar.com/ordinateurs?page=179","Venant","Dell","55 000 F Cfa","UC dell core i5 ssd 128g ram 8g","Yoff,
                                                                                Dakar",""
"1732651558-585","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Dell","230 000 F Cfa","Dell Latitude 5420 I3/16Go/256ssd","Médina,
                                                                                Dakar",""
"1732651558-586","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Lenovo","500 000 F Cfa","GAMER LONOVO THINKPAD","Médina,
                                                                                Dakar",""
"1732651558-587","https://www.expat-dakar.com/ordinateurs?page=179","Venant","Dell","45 000 F Cfa","Écran pc dell 24 full HD","Yoff,
                                                                                Dakar",""
"1732651566-588","https://www.expat-dakar.com/ordinateurs?page=178","Venant","HP","450 000 F Cfa","HP ZBook Firefly 14 Gen 10 - I7 13th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651566-589","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","HP","475 000 F Cfa","MACHINE CAISSE COMPLETE AVEC LOGICIEL ET FORMATION","Médina,
                                                                                Dakar",""
"1732651566-590","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","Apple","1 300 000 F Cfa","MacBook Pro M3 2024 scéllé","VDN,
                                                                                Dakar",""
"1732651566-591","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd Ram8","Médina,
                                                                                Dakar",""
"1732651566-592","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","Lenovo","450 000 F Cfa","Lenovo Thinkpad T14 Gen 4 512ssd Ram16 13em Gen","Médina,
                                                                                Dakar",""
"1732651566-593","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","Dell","450 000 F Cfa","Dell Latitude 5440 Corei5 13eme génération","Médina,
                                                                                Dakar",""
"1732651566-594","https://www.expat-dakar.com/ordinateurs?page=178","Venant","HP","95 000 F Cfa","HP i7 ssd 128g hdd 500g ram 16g","Yoff,
                                                                                Dakar",""
"1732651566-595","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","Lenovo","280 000 F Cfa","Lenovo Thinkpad X1 Carbon Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732651566-596","https://www.expat-dakar.com/ordinateurs?page=178","Venant","Apple","225 000 F Cfa","𝗜𝗠𝗔𝗖 𝗦𝗟𝗜𝗠  𝟮𝟬𝟭𝟯 | 𝗜𝟱 | 𝟮𝟳''","Médina,
                                                                                Dakar",""
"1732651566-597","https://www.expat-dakar.com/ordinateurs?page=178","Venant","Autre","400 000 F Cfa","Pc gamer Rx 5500 4Go DDR6","Yoff,
                                                                                Dakar",""
"1732651574-598","https://www.expat-dakar.com/ordinateurs?page=177","Neuf","Apple","450 000 F Cfa","Mac Book Air M1 Rose Gold","Cambérène,
                                                                                Dakar",""
"1732651574-599","https://www.expat-dakar.com/ordinateurs?page=177","Venant","Dell","240 000 F Cfa","All in One DELL i7 7th 24Pouce","Médina,
                                                                                Dakar",""
"1732651574-600","https://www.expat-dakar.com/ordinateurs?page=177","Venant","Dell","450 000 F Cfa","GAMER DELL VOSTRO 15 7510 CORE I7 de 11th 2.3Ghz","Hlm,
                                                                                Dakar",""
