web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732651154-157","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Lenovo","125 000 F Cfa","Lenovo e555 AMD a6 7th(i5) ram 8","Médina,
                                                                                Dakar",""
"1732651170-158","https://www.expat-dakar.com/ordinateurs?page=221","Réconditionné","Lenovo","300 000 F Cfa","GAMER LENOVO P52 CORE I7","Colobane,
                                                                                Dakar",""
"1732651170-159","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Dell","75 000 F Cfa","DELL 3190 DUO CORE RAM 4","Médina,
                                                                                Dakar",""
"1732651170-160","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Lenovo","185 000 F Cfa","Lenovo t470 i5 ram 16 go","Médina,
                                                                                Dakar",""
"1732651170-161","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Lenovo","220 000 F Cfa","Lenovo t480 i5 8th ram 16","Médina,
                                                                                Dakar",""
"1732651170-162","https://www.expat-dakar.com/ordinateurs?page=221","Venant","HP","130 000 F Cfa","Hp probook 650 g1 i5 ram 8","Médina,
                                                                                Dakar",""
"1732651170-163","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Lenovo","90 000 F Cfa","Lenovo t420/t430 i5 ram 4","Médina,
                                                                                Dakar",""
"1732651170-164","https://www.expat-dakar.com/ordinateurs?page=221","Venant","HP","115 000 F Cfa","Hp probook 645 g1 AMD A10(i5) ram 8","Médina,
                                                                                Dakar",""
"1732651170-165","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","15 000 F Cfa","hub USB c type c adaptateur","Dieuppeul,
                                                                                Dakar",""
"1732651170-166","https://www.expat-dakar.com/ordinateurs?page=221","Réconditionné","Lenovo","95 000 F Cfa","LENOVO.CORE I3.X360.11.6""TACTILE","Colobane,
                                                                                Dakar",""
"1732651170-167","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Apple","650 000 F Cfa","macbook pro 16pouces i7 1000g","Hlm grand-yoff,
                                                                                Dakar",""
"1732651190-168","https://www.expat-dakar.com/ordinateurs?page=220","Venant","HP","50 000 F Cfa","Hp Probook 6570b core i5","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-169","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Dell","50 000 F Cfa","Dell Latitude E5520","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-170","https://www.expat-dakar.com/ordinateurs?page=220","Venant","HP","90 000 F Cfa","Hp  Probook 650 G1 core i5","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-171","https://www.expat-dakar.com/ordinateurs?page=220","Venant","HP","70 000 F Cfa","HP Probook x360 /Ecran tactile/core 2","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-172","https://www.expat-dakar.com/ordinateurs?page=220","Venant","HP","135 000 F Cfa","Hp 650 g1 i5 ram 8","Médina,
                                                                                Dakar",""
"1732651190-173","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Autre","2 000 F Cfa","USB clavier Hp- Dell- Lenovo - Logitech","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-174","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Lenovo","85 000 F Cfa","Lenovo Thinkpad L530 core i5","Parcelles Assainies,
                                                                                Dakar",""
"1732651190-175","https://www.expat-dakar.com/ordinateurs?page=220","Réconditionné","HP","250 000 F Cfa","HP ELITEBOOK 830G6 i7","Colobane,
                                                                                Dakar",""
"1732651190-176","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Lenovo","120 000 F Cfa","Lenovo t540p i5 ram 8","Médina,
                                                                                Dakar",""
"1732651190-177","https://www.expat-dakar.com/ordinateurs?page=220","Réconditionné","HP","300 000 F Cfa","GAMER HP ZBOOK 14U G6 I7","Colobane,
                                                                                Dakar",""
"1732651216-178","https://www.expat-dakar.com/ordinateurs?page=219","D'occasion","HP","40 000 F Cfa","Ordinateur wifi 4go + 19","Gueule-Tapée,
                                                                                Dakar",""
"1732651216-179","https://www.expat-dakar.com/ordinateurs?page=219","D'occasion","HP","90 000 F Cfa","ORDINQTEURS FIXE HP CORE I7.8GO  , 22” POUCES","Colobane,
                                                                                Dakar",""
"1732651216-180","https://www.expat-dakar.com/ordinateurs?page=219","D'occasion","Acer","55 000 F Cfa","Core i5","Gueule-Tapée,
                                                                                Dakar",""
"1732651216-181","https://www.expat-dakar.com/ordinateurs?page=219","D'occasion","HP","35 000 F Cfa","Ordinateur Core2","Gueule-Tapée,
                                                                                Dakar",""
"1732651216-182","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","250 000 F Cfa","HP ELITEBOOK 850G6 I7","Colobane,
                                                                                Dakar",""
"1732651216-183","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","200 000 F Cfa","GAMER HP PROBOOK 470 G5 I5","Colobane,
                                                                                Dakar",""
"1732651216-184","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","Dell","75 000 F Cfa","DELL LATITUDE E 5420 I5","Colobane,
                                                                                Dakar",""
"1732651216-185","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","Dell","75 000 F Cfa","DELL LATITUDE E 5440","Colobane,
                                                                                Dakar",""
"1732651216-186","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","Dell","75 000 F Cfa","DELL LATITUDE E 3460 I3","Colobane,
                                                                                Dakar",""
"1732651216-187","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","Dell","90 000 F Cfa","DELL.3340.3350.I5.13 .3"" TACTILE","Colobane,
                                                                                Dakar",""
"1732651224-188","https://www.expat-dakar.com/ordinateurs?page=218","Réconditionné","HP","270 000 F Cfa","HP ELITEBOOK.840G8.I5","Colobane,
                                                                                Dakar",""
"1732651224-189","https://www.expat-dakar.com/ordinateurs?page=218","D'occasion","HP","35 000 F Cfa","HP core 2 duo + 19 pouces","Gueule-Tapée,
                                                                                Dakar",""
"1732651224-190","https://www.expat-dakar.com/ordinateurs?page=218","Réconditionné","HP","150 000 F Cfa","HP ELITEBOOK 830G5 G6 I5","Colobane,
                                                                                Dakar",""
"1732651224-191","https://www.expat-dakar.com/ordinateurs?page=218","Réconditionné","HP","250 000 F Cfa","HP ELITEBOOK 850G6 I7","Colobane,
                                                                                Dakar",""
